,train_loss,val_loss
0,0.32412907,tensor(0.2905)
1,0.25659972,tensor(0.2218)
2,0.19082321,tensor(0.1608)
3,0.1366725,tensor(0.1141)
4,0.09680568,tensor(0.0807)
5,0.068669125,tensor(0.0574)
6,0.04891076,tensor(0.0409)
7,0.03474939,tensor(0.0289)
8,0.024449892,tensor(0.0202)
9,0.017018521,tensor(0.0140)
10,0.011775676,tensor(0.0097)
11,0.008176412,tensor(0.0068)
12,0.00577387,tensor(0.0049)
13,0.004214227,tensor(0.0037)
14,0.003229233,tensor(0.0029)
15,0.002623769,tensor(0.0024)
16,0.0022614908,tensor(0.0022)
17,0.0020503271,tensor(0.0020)
18,0.0019304907,tensor(0.0019)
19,0.0018642247,tensor(0.0019)
