,threshold,mean_acc,std_acc,mean_dice,std_dice,mean_iou,std_iou,mean_aupro,std_aupro,mean_auroc,std_auroc
0,0.985,0.6926688762626263,0.020110878390336515,0.28426184710168406,0.006778728910958993,0.18833577801638293,0.004915516469406684,0.8443042834599813,0.003314625232689313,0.8238947866402099,0.005690679289218409
1,0.97,0.8424906618265994,0.009294458744703277,0.30487164562394714,0.000488499643239061,0.20913513797829172,0.0003874853359023907,0.8443042834599813,0.003314625232689313,0.8238947866402099,0.005690679289218409
2,0.95,0.8907400831228957,0.003911447148445042,0.27676533357213845,0.004704809931782079,0.19996057728214855,0.002229472251800191,0.8443042834599813,0.003314625232689313,0.8238947866402099,0.005690679289218409
