,threshold,mean_acc,std_acc,mean_dice,std_dice,mean_iou,std_iou,mean_aupro,std_aupro,mean_auroc,std_auroc
0,0.999,0.5624711563818566,0.13192348470864196,0.14536563946390438,0.04567103450168979,0.10406670037967188,0.04040770388904128,0.6694529056549072,0.0017291474270314505,0.764256980294492,0.005967404860173316
1,0.995,0.9538831751054854,0.001655719871891479,0.29317519828242156,0.005044839491030165,0.2824709301310458,0.0034737034946902305,0.6694529056549072,0.0017291474270314505,0.764256980294492,0.005967404860173316
2,0.99,0.9638754285337553,0.0004341624995095498,0.2880296585823814,0.0014941288706836356,0.28177556068733317,0.0004550207759909334,0.6694529056549072,0.0017291474270314505,0.764256980294492,0.005967404860173316
