,train_loss,val_loss
0,0.33986613,tensor(0.3020)
1,0.26343063,tensor(0.2221)
2,0.18814482,tensor(0.1539)
3,0.13190994,tensor(0.1094)
4,0.09817753,tensor(0.0842)
5,0.079183504,tensor(0.0696)
6,0.06770668,tensor(0.0601)
7,0.06020115,tensor(0.0538)
8,0.05524227,tensor(0.0497)
9,0.052056085,tensor(0.0470)
10,0.05008122,tensor(0.0454)
11,0.04890152,tensor(0.0444)
12,0.048222255,tensor(0.0438)
13,0.0478452,tensor(0.0435)
14,0.04764324,tensor(0.0433)
15,0.04753884,tensor(0.0432)
16,0.047486678,tensor(0.0431)
17,0.047461525,tensor(0.0431)
18,0.047449797,tensor(0.0431)
19,0.047444526,tensor(0.0431)
