,train_loss,val_loss
0,0.31674755,tensor(0.2203)
1,0.20813096,tensor(0.1861)
2,0.18025236,tensor(0.1678)
3,0.17222506,tensor(0.1607)
4,0.16066816,tensor(0.1534)
5,0.1560363,tensor(0.1491)
6,0.15043111,tensor(0.1424)
7,0.14173234,tensor(0.1254)
8,0.12701966,tensor(0.1124)
9,0.114326164,tensor(0.1064)
10,0.10506733,tensor(0.0948)
11,0.0969002,tensor(0.0919)
12,0.095055215,tensor(0.0905)
13,0.09389727,tensor(0.0896)
14,0.09301626,tensor(0.0885)
15,0.084354036,tensor(0.0785)
16,0.08130516,tensor(0.0778)
17,0.07770679,tensor(0.0713)
18,0.07353112,tensor(0.0644)
19,0.06662037,tensor(0.0627)
