,train_loss,val_loss
0,0.32122898,tensor(0.2868)
1,0.25344205,tensor(0.2182)
2,0.1877983,tensor(0.1577)
3,0.13403204,tensor(0.1116)
4,0.094554156,tensor(0.0788)
5,0.066730365,tensor(0.0558)
6,0.04721497,tensor(0.0395)
7,0.033248458,tensor(0.0277)
8,0.023111505,tensor(0.0191)
9,0.015815435,tensor(0.0130)
10,0.010682161,tensor(0.0088)
11,0.0071686385,tensor(0.0060)
12,0.004830761,tensor(0.0041)
13,0.0033182334,tensor(0.0029)
14,0.002366395,tensor(0.0021)
15,0.0017835653,tensor(0.0017)
16,0.0014362251,tensor(0.0014)
17,0.0012346793,tensor(0.0013)
18,0.0011207759,tensor(0.0012)
19,0.0010581088,tensor(0.0012)
