,train_loss,val_loss
0,0.49717504,tensor(0.4937)
1,0.48485142,tensor(0.4695)
2,0.43830284,tensor(0.3920)
3,0.3266576,tensor(0.2480)
4,0.17696503,tensor(0.1093)
5,0.06907057,tensor(0.0362)
6,0.020975102,tensor(0.0097)
7,0.0053672255,tensor(0.0023)
8,0.0012584162,tensor(0.0005)
9,0.00030685426,tensor(0.0001)
10,0.00011870146,tensor(8.0884e-05)
11,8.827448e-05,tensor(7.3463e-05)
12,8.441925e-05,tensor(7.2986e-05)
13,8.4050895e-05,tensor(7.3016e-05)
14,8.405447e-05,tensor(7.3135e-05)
15,8.4041356e-05,tensor(7.3075e-05)
16,8.4056854e-05,tensor(7.3045e-05)
17,8.405209e-05,tensor(7.3045e-05)
18,8.408546e-05,tensor(7.3016e-05)
19,8.405924e-05,tensor(7.3016e-05)
