,train_loss,val_loss
0,0.36548656,tensor(0.3285)
1,0.28819892,tensor(0.2446)
2,0.2046965,tensor(0.1655)
3,0.13578203,tensor(0.1087)
4,0.089907795,tensor(0.0731)
5,0.06143774,tensor(0.0507)
6,0.04282155,tensor(0.0354)
7,0.029766917,tensor(0.0245)
8,0.02046494,tensor(0.0168)
9,0.013957391,tensor(0.0114)
10,0.009532568,tensor(0.0079)
11,0.0066137384,tensor(0.0056)
12,0.00474609,tensor(0.0041)
13,0.0035867011,tensor(0.0032)
14,0.0028882741,tensor(0.0027)
15,0.0024798585,tensor(0.0024)
16,0.0022478998,tensor(0.0022)
17,0.002120012,tensor(0.0021)
18,0.0020514773,tensor(0.0021)
19,0.0020157802,tensor(0.0021)
