,train_loss,val_loss
0,0.49347118,tensor(0.4872)
1,0.4747876,tensor(0.4556)
2,0.42391422,tensor(0.3806)
3,0.32550523,tensor(0.2604)
4,0.19905081,tensor(0.1369)
5,0.09346655,tensor(0.0551)
6,0.0343775,tensor(0.0179)
7,0.010618533,tensor(0.0051)
8,0.0029705025,tensor(0.0014)
9,0.0007962823,tensor(0.0004)
10,0.00024044991,tensor(0.0001)
11,0.00011585593,tensor(8.4192e-05)
12,9.189606e-05,tensor(7.7128e-05)
13,8.802891e-05,tensor(7.6383e-05)
14,8.749604e-05,tensor(7.6383e-05)
15,8.7456705e-05,tensor(7.6532e-05)
16,8.7436434e-05,tensor(7.6383e-05)
17,8.7469816e-05,tensor(7.6443e-05)
18,8.746862e-05,tensor(7.6443e-05)
19,8.746028e-05,tensor(7.6443e-05)
