,train_loss,val_loss
0,0.28808078,tensor(0.2554)
1,0.22405875,tensor(0.1930)
2,0.16772348,tensor(0.1431)
3,0.12625414,tensor(0.1088)
4,0.09880324,tensor(0.0863)
5,0.0808844,tensor(0.0714)
6,0.06889555,tensor(0.0612)
7,0.060679805,tensor(0.0542)
8,0.05503878,tensor(0.0494)
9,0.05124399,tensor(0.0461)
10,0.048768297,tensor(0.0441)
11,0.04720589,tensor(0.0427)
12,0.04625211,tensor(0.0419)
13,0.045688715,tensor(0.0415)
14,0.04536648,tensor(0.0412)
15,0.045187995,tensor(0.0410)
16,0.045092102,tensor(0.0409)
17,0.045042172,tensor(0.0409)
18,0.045016922,tensor(0.0408)
19,0.045004558,tensor(0.0408)
