,train_loss,val_loss
0,0.49730068,tensor(0.4940)
1,0.4853246,tensor(0.4703)
2,0.4395961,tensor(0.3940)
3,0.3293626,tensor(0.2518)
4,0.18121067,tensor(0.1144)
5,0.07344028,tensor(0.0403)
6,0.02410061,tensor(0.0124)
7,0.007416935,tensor(0.0042)
8,0.002734506,tensor(0.0020)
9,0.0015666533,tensor(0.0015)
10,0.0013165451,tensor(0.0014)
11,0.0012718689,tensor(0.0014)
12,0.0012652564,tensor(0.0014)
13,0.0012644076,tensor(0.0014)
14,0.0012643397,tensor(0.0014)
15,0.0012643421,tensor(0.0014)
16,0.0012643373,tensor(0.0014)
17,0.0012643456,tensor(0.0014)
18,0.0012644052,tensor(0.0014)
19,0.0012644279,tensor(0.0014)
