,train_loss,val_loss
0,0.36288273,tensor(0.3243)
1,0.28419074,tensor(0.2388)
2,0.19922121,tensor(0.1585)
3,0.12954843,tensor(0.1017)
4,0.08394691,tensor(0.0669)
5,0.056171082,tensor(0.0454)
6,0.038245827,tensor(0.0308)
7,0.025791464,tensor(0.0205)
8,0.017000712,tensor(0.0133)
9,0.010917935,tensor(0.0084)
10,0.0068313945,tensor(0.0051)
11,0.004170269,tensor(0.0031)
12,0.0024908257,tensor(0.0018)
13,0.0014634264,tensor(0.0010)
14,0.0008540356,tensor(0.0006)
15,0.00050352217,tensor(0.0003)
16,0.00030790805,tensor(0.0002)
17,0.000201962,tensor(0.0001)
18,0.00014629126,tensor(0.0001)
19,0.00011789918,tensor(9.2417e-05)
