,train_loss,val_loss
0,0.49344215,tensor(0.4872)
1,0.47472194,tensor(0.4555)
2,0.42380443,tensor(0.3804)
3,0.32537213,tensor(0.2602)
4,0.19892979,tensor(0.1368)
5,0.09337471,tensor(0.0550)
6,0.034315173,tensor(0.0179)
7,0.0105809495,tensor(0.0051)
8,0.0029502022,tensor(0.0013)
9,0.0007848215,tensor(0.0004)
10,0.00023230433,tensor(0.0001)
11,0.00010872483,tensor(7.7069e-05)
12,8.5060594e-05,tensor(7.0304e-05)
13,8.124113e-05,tensor(6.9588e-05)
14,8.073449e-05,tensor(6.9648e-05)
15,8.068562e-05,tensor(6.9708e-05)
16,8.0690384e-05,tensor(6.9737e-05)
17,8.0688e-05,tensor(6.9648e-05)
18,8.067847e-05,tensor(6.9618e-05)
19,8.069277e-05,tensor(6.9648e-05)
