,train_loss,val_loss
0,0.4972578,tensor(0.4943)
1,0.48778003,tensor(0.4749)
2,0.4505772,tensor(0.4100)
3,0.35568774,tensor(0.2818)
4,0.21912205,tensor(0.1497)
5,0.114450514,tensor(0.0773)
6,0.06677497,tensor(0.0513)
7,0.05180977,tensor(0.0447)
8,0.04827224,tensor(0.0433)
9,0.04757229,tensor(0.0431)
10,0.04745618,tensor(0.0431)
11,0.04744147,tensor(0.0431)
12,0.047440596,tensor(0.0431)
13,0.047440935,tensor(0.0431)
14,0.047441233,tensor(0.0431)
15,0.047441505,tensor(0.0431)
16,0.04744175,tensor(0.0431)
17,0.047442004,tensor(0.0431)
18,0.04744225,tensor(0.0431)
19,0.04744251,tensor(0.0431)
