,train_loss,val_loss
0,0.4443015,tensor(0.4243)
1,0.40101382,tensor(0.3732)
2,0.34322873,tensor(0.3096)
3,0.27796403,tensor(0.2449)
4,0.21699315,tensor(0.1889)
5,0.16645068,tensor(0.1444)
6,0.12713088,tensor(0.1103)
7,0.0969228,tensor(0.0838)
8,0.073244005,tensor(0.0629)
9,0.054558586,tensor(0.0465)
10,0.040017158,tensor(0.0338)
11,0.0289467,tensor(0.0243)
12,0.02071149,tensor(0.0173)
13,0.014723641,tensor(0.0123)
14,0.010466056,tensor(0.0088)
15,0.0075041247,tensor(0.0064)
16,0.0054869475,tensor(0.0047)
17,0.0041415514,tensor(0.0037)
18,0.0032622875,tensor(0.0030)
19,0.0026991547,tensor(0.0025)
